Phase,pos,slots53,slot1,slot2,slot3,slot4,slot5,slot6,slot7,slot8,slot9
O,WR.Z,2,Tyquan Thornton,R:Jason Brownlee
O,WR.X,2,Xavier Worthy:24/1,Jalen Royals:25/4,R:Jimmy Holiday
O,WR.S,2,Rashee Rice:23/2,R:Nikko Remigio
O,LT,2,Josh Simmons:25/1,Esa Pole,R:Ethan Driskell
O,LG,2,Kingsley Suamataia:24/2,C.J. Hanson:24/7
O,C,2,Creed Humphrey:21/2,Hunter Nourzad:24/5
O,RG,2,Trey Smith:21/6,Mike Caliendo
O,RT,2,Jaylon Moore,R:Chukwuebuka Godrick
O,TE,4,TRAVIS KELCE:13/3,Noah Gray:21/5,Jared Wiley:24/4,Jake Briningstool,R:Tre Watson
O,QB,3,PATRICK MAHOMES:17/1,R:Chris Oladokun
O,RB,4,Brashard Smith:25/7
D,LDE,3,George Karlaftis:22/1
D,DT.3T,2,Marcus Harris
D,DT.1T,2,CHRIS JONES:16/2
D,RDE,2,Ashton Gillotte:25/3,Felix Anudike-Uzomah:23/1,R:Tyreke Smith
D,LB.W,2,DRUE TRANQUILL,Jeffrey Bassa:25/5,R:Cole Christiansen
D,LB.M,3,Nick Bolton:21/2,Cooper McDonald,Jack Cochrane,R:Kam Arnold
D,CB.L,2,Nohl Williams:25/3,Kristian Fulton,R:Melvin Smith Jr.
D,S.S,2,Chamarri Conner:23/4,Jaden Hicks:24/4
D,S.F,2
D,CB.R,2
D,CB.N,2,Chris Roland-Wallace,R:Kevin Knowles
S,P,Matt Araiza
S,K,HARRISON BUTKER
S,LS,JAMES WINCHESTER
IR,IR,,Omarr Norman-Lott:IR
