Phase,pos,slots53,slot1,slot2,slot3,slot4,slot5,slot6,slot7,slot8,slot9
O,WR.Z,2,Tyquan Thornton,Andrew Armstrong:FA,,,,R:Jason Brownlee,R:Omari Evans:UDFA
O,WR.X,2,Xavier Worthy:24/1,Jalen Royals:25/4,,,,R:Jimmy Holiday,R:Xavier Loyd:UDFA,R:Jeff Weimer:UDFA
O,WR.S,2,Rashee Rice:23/2,Cyrus Allen:5,,,,R:Nikko Remigio,R:Jacob De Jesus:UDFA
O,LT,2,Josh Simmons:25/1,Esa Pole,,,,R:Ethan Driskell,R:Kellen Diesch:FA
O,LG,2,Kingsley Suamataia:24/2,C.J. Hanson:24/7,,,,R:Josh Thompson:UDFA
O,C,2,Creed Humphrey:21/2,Hunter Nourzad:24/5,,,,R:Pete Nygra:UDFA
O,RG,2,Trey Smith:21/6,Mike Caliendo
O,RT,2,Jaylon Moore,Kahlil Benson:UDFA,,,,R:Chukwuebuka Godrick
O,TE,4,TRAVIS KELCE:13/3,Noah Gray:21/5,Jared Wiley:24/4,Jake Briningstool,,,,R:Tre Watson,R:Mason Pline:FA
O,QB,3,PATRICK MAHOMES:17/1,Justin Fields:FA,Garrett Nussmeier:7,,,,R:Chris Oladokun
O,RB,4,Kenneth Walker:FA,Emari Demercado:FA,Brashard Smith:25/7,Emmett Johnson:5,,,,R:Jaydn Ott:UDFA,R:EJ Smith:UDFA
D,LDE,3,George Karlaftis:22/1,R Mason Thomas:2,EMMANUEL OGBAH:FA,,,,R:VJ Anthony:UDFA,R:Niles King:UDFA
D,DT.3T,2,KHYIRIS TONGA:FA,Marcus Harris,,,,,R:Damon Payne:UDFA
D,DT.1T,2,CHRIS JONES:16/2,Peter Woods:1,,,,R:Cole Brevard:UDFA,R:Amari McNeill:UDFA
D,RDE,2,Ashton Gillotte:25/3,Felix Anudike-Uzomah:23/1,,,,R:Tyreke Smith,R:Ethan Hurkett:UDFA
D,LB.W,2,DRUE TRANQUILL,Jeffrey Bassa:25/5,,,,R:Cole Christiansen,R:Wesley Bissainthe:UDFA,R:Cam Jones:FA
D,LB.M,3,Nick Bolton:21/2,Cooper McDonald,Jack Cochrane,,,,R:Kam Arnold
D,CB.L,2,Nohl Williams:25/3,Kristian Fulton,,,,R:Melvin Smith Jr.,R:D'Arco Perkins-McAllister:UDFA
D,S.S,2,Chamarri Conner:23/4,Jaden Hicks:24/4,,,,R:DeShon Singleton:UDFA
D,S.F,2,Alohi Gilman:FA,Xavier Nwankpa:UDFA,,,,R:Tanner McCalister:FA
D,CB.R,2,Mansoor Delane:1,L'Jarius CC/Ten Sneed:FA,,,,R:Kaiir Elam:FA,R:Zelmar Vedder:UDFA
D,CB.N,2,Chris Roland-Wallace,Jadon Canady:4,,,,R:Kader Kohou:FA,R:Kevin Knowles
S,P,Matt Araiza
S,K,HARRISON BUTKER
S,LS,JAMES WINCHESTER
IR,IR,,Omarr Norman-Lott:IR
